File type	File format type	Output type	File assembly	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Experiment target	Library made from	Experiment date released	Project	File download URL
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2022-06-16	ENCODE	https://www.encodeproject.org/files/ENCFF268IAU/@@download/ENCFF268IAU.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	ash1-dmelanogaster	DNA	2018-02-05	modERN	https://www.encodeproject.org/files/ENCFF631OFN/@@download/ENCFF631OFN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	EFO:0003045	H9	cell line	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2020-09-06	ENCODE	https://www.encodeproject.org/files/ENCFF073SPO/@@download/ENCFF073SPO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2017-03-20	ENCODE	https://www.encodeproject.org/files/ENCFF872EBX/@@download/ENCFF872EBX.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	sox-4-celegans	DNA	2017-11-06	modERN	https://www.encodeproject.org/files/ENCFF355UFD/@@download/ENCFF355UFD.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF587TBQ/@@download/ENCFF587TBQ.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG12071-dmelanogaster	DNA	2018-02-05	modERN	https://www.encodeproject.org/files/ENCFF876TYA/@@download/ENCFF876TYA.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2022-06-09	ENCODE	https://www.encodeproject.org/files/ENCFF416CCS/@@download/ENCFF416CCS.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG34376-dmelanogaster	DNA	2018-02-05	modERN	https://www.encodeproject.org/files/ENCFF658JCK/@@download/ENCFF658JCK.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-11	ENCODE	https://www.encodeproject.org/files/ENCFF222KPO/@@download/ENCFF222KPO.bed.gz
bed	bed9	merged transcription segment quantifications	GRCh38	BruChase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	NA	NA	NA	NA	NA	RNA	2021-09-30	ENCODE	https://www.encodeproject.org/files/ENCFF084ASU/@@download/ENCFF084ASU.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	bed-3-celegans	DNA	2018-03-01	modERN	https://www.encodeproject.org/files/ENCFF539TJA/@@download/ENCFF539TJA.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0001388	gastrocnemius	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-10-06	ENCODE	https://www.encodeproject.org/files/ENCFF095KMA/@@download/ENCFF095KMA.bed.gz
bed	bed9	merged transcription segment quantifications	GRCh38	BruChase-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	RNA	2021-09-30	ENCODE	https://www.encodeproject.org/files/ENCFF065LKX/@@download/ENCFF065LKX.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-12	ENCODE	https://www.encodeproject.org/files/ENCFF662LUB/@@download/ENCFF662LUB.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	ceh-43-celegans	DNA	2018-03-01	modERN	https://www.encodeproject.org/files/ENCFF215LTP/@@download/ENCFF215LTP.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-09-28	ENCODE	https://www.encodeproject.org/files/ENCFF427NRJ/@@download/ENCFF427NRJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF319KZD/@@download/ENCFF319KZD.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002370	thymus	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-10-06	ENCODE	https://www.encodeproject.org/files/ENCFF546GWU/@@download/ENCFF546GWU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF589YOZ/@@download/ENCFF589YOZ.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	bigmax-dmelanogaster	DNA	2018-02-05	modERN	https://www.encodeproject.org/files/ENCFF453JHO/@@download/ENCFF453JHO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZBTB40-human	DNA	2022-03-28	ENCODE	https://www.encodeproject.org/files/ENCFF132DPY/@@download/ENCFF132DPY.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-11	ENCODE	https://www.encodeproject.org/files/ENCFF690GJE/@@download/ENCFF690GJE.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	SMC3-human	DNA	2018-03-15	GGR	https://www.encodeproject.org/files/ENCFF610EBM/@@download/ENCFF610EBM.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000775	neutrophil	primary cell	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2017-03-13	ENCODE	https://www.encodeproject.org/files/ENCFF434CFN/@@download/ENCFF434CFN.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002106	spleen	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-09-14	ENCODE	https://www.encodeproject.org/files/ENCFF090XEB/@@download/ENCFF090XEB.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000775	neutrophil	primary cell	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2016-11-16	ENCODE	https://www.encodeproject.org/files/ENCFF610EZI/@@download/ENCFF610EZI.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF878IEP/@@download/ENCFF878IEP.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF861YME/@@download/ENCFF861YME.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2020-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF829QFZ/@@download/ENCFF829QFZ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZNF532-human	DNA	2021-11-08	ENCODE	https://www.encodeproject.org/files/ENCFF795EGN/@@download/ENCFF795EGN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2020-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF367LMT/@@download/ENCFF367LMT.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	EFO:0003045	H9	cell line	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-05-24	ENCODE	https://www.encodeproject.org/files/ENCFF997MGG/@@download/ENCFF997MGG.bed.gz
bed	narrowPeak	peaks	GRCh38	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	TIAL1-human	RNA	2018-08-30	ENCODE	https://www.encodeproject.org/files/ENCFF467UOO/@@download/ENCFF467UOO.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF095OXH/@@download/ENCFF095OXH.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0001388	gastrocnemius	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2022-03-12	ENCODE	https://www.encodeproject.org/files/ENCFF526PJM/@@download/ENCFF526PJM.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	mirr-dmelanogaster	DNA	2018-02-05	modERN	https://www.encodeproject.org/files/ENCFF289GYP/@@download/ENCFF289GYP.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000775	neutrophil	primary cell	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2016-11-16	ENCODE	https://www.encodeproject.org/files/ENCFF675HIG/@@download/ENCFF675HIG.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	kah-dmelanogaster	DNA	2018-02-05	modERN	https://www.encodeproject.org/files/ENCFF051GFC/@@download/ENCFF051GFC.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	zf30C-dmelanogaster	DNA	2018-02-06	modERN	https://www.encodeproject.org/files/ENCFF598JQB/@@download/ENCFF598JQB.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000775	neutrophil	primary cell	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2016-11-16	ENCODE	https://www.encodeproject.org/files/ENCFF426MNB/@@download/ENCFF426MNB.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	CRISPR	insertion	NA	aptf-2-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF267ZUI/@@download/ENCFF267ZUI.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2017-04-04	ENCODE	https://www.encodeproject.org/files/ENCFF627GBZ/@@download/ENCFF627GBZ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2014-07-11	ENCODE	https://www.encodeproject.org/files/ENCFF023KCS/@@download/ENCFF023KCS.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2014-07-11	ENCODE	https://www.encodeproject.org/files/ENCFF392YEW/@@download/ENCFF392YEW.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	RAD21-human	DNA	2018-03-15	GGR	https://www.encodeproject.org/files/ENCFF525EGX/@@download/ENCFF525EGX.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF082HRF/@@download/ENCFF082HRF.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF913SWW/@@download/ENCFF913SWW.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	MTF-1-dmelanogaster	DNA	2018-02-06	modERN	https://www.encodeproject.org/files/ENCFF305KHK/@@download/ENCFF305KHK.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	CL:0000062	osteoblast	primary cell	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF587HGV/@@download/ENCFF587HGV.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0002037	cerebellum	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-10-06	ENCODE	https://www.encodeproject.org/files/ENCFF112UML/@@download/ENCFF112UML.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	CL:0000062	osteoblast	primary cell	Homo sapiens	NA	NA	NA	NA	NA	DNA	2011-04-19	ENCODE	https://www.encodeproject.org/files/ENCFF195EHM/@@download/ENCFF195EHM.bed.gz
bed	narrowPeak	peaks	GRCh38	eCLIP	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	UTP3-human	RNA	2018-08-30	ENCODE	https://www.encodeproject.org/files/ENCFF484NSW/@@download/ENCFF484NSW.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF709PXL/@@download/ENCFF709PXL.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG31224-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF699JSU/@@download/ENCFF699JSU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF728TNF/@@download/ENCFF728TNF.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0001388	gastrocnemius	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2022-02-05	ENCODE	https://www.encodeproject.org/files/ENCFF801SJA/@@download/ENCFF801SJA.bed.gz
bed	narrowPeak	peaks	mm10	DNase-seq	UBERON:0001388	gastrocnemius	tissue	Mus musculus	NA	NA	NA	NA	NA	DNA	2021-10-06	ENCODE	https://www.encodeproject.org/files/ENCFF207HKQ/@@download/ENCFF207HKQ.bed.gz
bed	bed9	merged transcription segment quantifications	GRCh38	Bru-seq	EFO:0002824	HCT116	cell line	Homo sapiens	5-Phenyl-1H-indole-3-acetic acid	CRISPR	insertion	/genes/17/	NA	RNA	2021-10-04	ENCODE	https://www.encodeproject.org/files/ENCFF960ZHS/@@download/ENCFF960ZHS.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF549AXK/@@download/ENCFF549AXK.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2017-01-30	ENCODE	https://www.encodeproject.org/files/ENCFF409WQJ/@@download/ENCFF409WQJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000137	osteocyte	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF853EJG/@@download/ENCFF853EJG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2019-08-01	ENCODE	https://www.encodeproject.org/files/ENCFF954WOR/@@download/ENCFF954WOR.bed.gz
bed	bed9	merged transcription segment quantifications	GRCh38	Bru-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	CRISPR	insertion	/genes/17/	NA	RNA	2021-10-04	ENCODE	https://www.encodeproject.org/files/ENCFF782ZEM/@@download/ENCFF782ZEM.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2017-04-04	ENCODE	https://www.encodeproject.org/files/ENCFF482BDW/@@download/ENCFF482BDW.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	CG6175-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF036UDR/@@download/ENCFF036UDR.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	pha-2-celegans	DNA	2017-11-06	modERN	https://www.encodeproject.org/files/ENCFF513HQI/@@download/ENCFF513HQI.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0002106	spleen	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2016-06-15	ENCODE	https://www.encodeproject.org/files/ENCFF727IIE/@@download/ENCFF727IIE.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	dpff-1-celegans	DNA	2017-11-06	modERN	https://www.encodeproject.org/files/ENCFF882DDY/@@download/ENCFF882DDY.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF386RBA/@@download/ENCFF386RBA.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	EFO:0003045	H9	cell line	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-05-24	ENCODE	https://www.encodeproject.org/files/ENCFF227QLW/@@download/ENCFF227QLW.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF068NOV/@@download/ENCFF068NOV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2020-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF987KRH/@@download/ENCFF987KRH.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-11	ENCODE	https://www.encodeproject.org/files/ENCFF101IGO/@@download/ENCFF101IGO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZNF449-human	DNA	2022-04-26	ENCODE	https://www.encodeproject.org/files/ENCFF443BGE/@@download/ENCFF443BGE.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-12	ENCODE	https://www.encodeproject.org/files/ENCFF099FUV/@@download/ENCFF099FUV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2018-12-11	ENCODE	https://www.encodeproject.org/files/ENCFF739QLX/@@download/ENCFF739QLX.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2017-04-04	ENCODE	https://www.encodeproject.org/files/ENCFF065MQK/@@download/ENCFF065MQK.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	TCF12-human	DNA	2022-01-13	ENCODE	https://www.encodeproject.org/files/ENCFF651OAU/@@download/ENCFF651OAU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2019-02-11	ENCODE	https://www.encodeproject.org/files/ENCFF477VON/@@download/ENCFF477VON.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2019-08-01	ENCODE	https://www.encodeproject.org/files/ENCFF032CSL/@@download/ENCFF032CSL.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Mint-ChIP-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2021-09-27	ENCODE	https://www.encodeproject.org/files/ENCFF281TUY/@@download/ENCFF281TUY.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZNF436-human	DNA	2020-08-03	ENCODE	https://www.encodeproject.org/files/ENCFF318ZUN/@@download/ENCFF318ZUN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2018-12-11	ENCODE	https://www.encodeproject.org/files/ENCFF882VLE/@@download/ENCFF882VLE.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	repo-1-celegans	DNA	2017-11-06	modERN	https://www.encodeproject.org/files/ENCFF133DVJ/@@download/ENCFF133DVJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	dm6	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster	NA	site-specific recombination	insertion	NA	al-dmelanogaster	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF211AHY/@@download/ENCFF211AHY.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2019-09-13	ENCODE	https://www.encodeproject.org/files/ENCFF737ZJC/@@download/ENCFF737ZJC.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ZNF699-human	DNA	2021-12-08	ENCODE	https://www.encodeproject.org/files/ENCFF854SNX/@@download/ENCFF854SNX.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2019-11-08	ENCODE	https://www.encodeproject.org/files/ENCFF690KZJ/@@download/ENCFF690KZJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2016-11-03	ENCODE	https://www.encodeproject.org/files/ENCFF394NUN/@@download/ENCFF394NUN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2017-01-27	ENCODE	https://www.encodeproject.org/files/ENCFF868VOA/@@download/ENCFF868VOA.bed.gz
bed	narrowPeak	IDR thresholded peaks	ce11	TF ChIP-seq	UBERON:0000468	whole organism	whole organisms	Caenorhabditis elegans	NA	NA	insertion	NA	ceh-88-celegans	DNA	2022-11-01	modERN	https://www.encodeproject.org/files/ENCFF357KZP/@@download/ENCFF357KZP.bed.gz
