File type,File format type,Output type,File assembly,Assay,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample genetic modifications methods,Biosample genetic modifications categories,Experiment target,Library made from,Experiment date released,Project,Lab,File download URL
bigWig,,plus strand signal of all reads,mm10,microRNA-seq,layer of hippocampus,tissue,Mus musculus,,,,,miRNA,2020-09-01,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF572NPE/@@download/ENCFF572NPE.bigWig
bigWig,,minus strand methylation state at CpG,GRCh38,WGBS,tibial nerve,tissue,Homo sapiens,,,,,DNA,2018-01-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF872JOZ/@@download/ENCFF872JOZ.bigWig
bigWig,,plus strand methylation state at CpG,GRCh38,WGBS,tibial nerve,tissue,Homo sapiens,,,,,DNA,2018-01-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF299QAX/@@download/ENCFF299QAX.bigWig
bed,bed9+,methylation state at CpG,GRCh38,WGBS,tibial nerve,tissue,Homo sapiens,,,,,DNA,2018-01-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF124RNJ/@@download/ENCFF124RNJ.bed.gz
bigBed,bed9+,methylation state at CpG,GRCh38,WGBS,tibial nerve,tissue,Homo sapiens,,,,,DNA,2018-01-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF098WYA/@@download/ENCFF098WYA.bigBed
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,esophagus muscularis mucosa,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2018-12-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF184MRW/@@download/ENCFF184MRW.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,esophagus muscularis mucosa,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2018-12-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF501QAY/@@download/ENCFF501QAY.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,esophagus muscularis mucosa,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2018-12-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF864CNS/@@download/ENCFF864CNS.bed.gz
bigBed,narrowPeak,optimal IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,zim-3-celegans,DNA,2017-11-06,modERN,"Kevin White, UChicago",https://www.encodeproject.org/files/ENCFF451OFD/@@download/ENCFF451OFD.bigBed
bed,narrowPeak,optimal IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,zim-3-celegans,DNA,2017-11-06,modERN,"Kevin White, UChicago",https://www.encodeproject.org/files/ENCFF854BDB/@@download/ENCFF854BDB.bed.gz
tsv,,transcript quantifications,GRCh38,long read RNA-seq,K562,cell line,Homo sapiens,,,,,polyadenylated mRNA,2021-02-20,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF516IEG/@@download/ENCFF516IEG.tsv
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF461KEB/@@download/ENCFF461KEB.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF423CQD/@@download/ENCFF423CQD.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF199VOU/@@download/ENCFF199VOU.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,NR3C1-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF905GVP/@@download/ENCFF905GVP.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,NR3C1-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF536FKB/@@download/ENCFF536FKB.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,NR3C1-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF326UUU/@@download/ENCFF326UUU.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF522ITF/@@download/ENCFF522ITF.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF846DUV/@@download/ENCFF846DUV.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF329CUQ/@@download/ENCFF329CUQ.bed.gz
bigWig,,plus strand signal of unique reads,GRCh38,shRNA RNA-seq,K562,cell line,Homo sapiens,,RNAi,interference,,polyadenylated mRNA,2017-12-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF938DZO/@@download/ENCFF938DZO.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,shRNA RNA-seq,K562,cell line,Homo sapiens,,RNAi,interference,,polyadenylated mRNA,2017-12-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF103VRX/@@download/ENCFF103VRX.bigWig
tsv,,gene quantifications,GRCh38,shRNA RNA-seq,K562,cell line,Homo sapiens,,RNAi,interference,,polyadenylated mRNA,2017-12-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF156LWU/@@download/ENCFF156LWU.tsv
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF676TXL/@@download/ENCFF676TXL.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF930IFQ/@@download/ENCFF930IFQ.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF763XYK/@@download/ENCFF763XYK.bigBed
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,EP300-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF096PTH/@@download/ENCFF096PTH.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,EP300-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF763ZYU/@@download/ENCFF763ZYU.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,EP300-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF351CJJ/@@download/ENCFF351CJJ.bed.gz
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,uterus,tissue,Homo sapiens,,,,CTCF-human,DNA,2018-12-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF447GBU/@@download/ENCFF447GBU.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,uterus,tissue,Homo sapiens,,,,CTCF-human,DNA,2018-12-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF924IAA/@@download/ENCFF924IAA.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,uterus,tissue,Homo sapiens,,,,CTCF-human,DNA,2018-12-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF257PBV/@@download/ENCFF257PBV.bigWig
bigWig,,plus strand signal of all reads,mm10,microRNA-seq,left cerebral cortex,tissue,Mus musculus,,,,,miRNA,2020-09-01,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF567IAW/@@download/ENCFF567IAW.bigWig
bigWig,,minus strand signal of all reads,mm10,microRNA-seq,left cerebral cortex,tissue,Mus musculus,,,,,miRNA,2020-09-01,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF640KYY/@@download/ENCFF640KYY.bigWig
tsv,,microRNA quantifications,mm10,microRNA-seq,left cerebral cortex,tissue,Mus musculus,,,,,miRNA,2020-09-01,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF152XZK/@@download/ENCFF152XZK.tsv
bigBed,narrowPeak,optimal IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,F10E7.11-celegans,DNA,2017-11-06,modERN,"Kevin White, UChicago",https://www.encodeproject.org/files/ENCFF124YBY/@@download/ENCFF124YBY.bigBed
bed,narrowPeak,optimal IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,F10E7.11-celegans,DNA,2017-11-06,modERN,"Kevin White, UChicago",https://www.encodeproject.org/files/ENCFF209MKK/@@download/ENCFF209MKK.bed.gz
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,MCF 10A,cell line,Homo sapiens,tamoxifen,,,,DNA,2018-01-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF365NYN/@@download/ENCFF365NYN.bigBed
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,MCF 10A,cell line,Homo sapiens,tamoxifen,,,,DNA,2018-01-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF407DFN/@@download/ENCFF407DFN.bigWig
bed,narrowPeak,peaks,GRCh38,DNase-seq,MCF 10A,cell line,Homo sapiens,tamoxifen,,,,DNA,2018-01-29,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF978CPX/@@download/ENCFF978CPX.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF972FAF/@@download/ENCFF972FAF.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF639KHG/@@download/ENCFF639KHG.bed.gz
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF717GNA/@@download/ENCFF717GNA.bigWig
tsv,,transcript quantifications,GRCh38,long read RNA-seq,IMR-90,cell line,Homo sapiens,,,,,polyadenylated mRNA,2021-02-20,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF244YTX/@@download/ENCFF244YTX.tsv
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF003TGC/@@download/ENCFF003TGC.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF314OVQ/@@download/ENCFF314OVQ.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF718DRF/@@download/ENCFF718DRF.bigWig
tsv,,transcript quantifications,GRCh38,long read RNA-seq,kidney,tissue,Homo sapiens,,,,,polyadenylated mRNA,2021-02-20,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF531DTY/@@download/ENCFF531DTY.tsv
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF083WGK/@@download/ENCFF083WGK.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF807ITR/@@download/ENCFF807ITR.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF289XOR/@@download/ENCFF289XOR.bed.gz
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF342UBF/@@download/ENCFF342UBF.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF594VVB/@@download/ENCFF594VVB.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,skin epidermis,tissue,Homo sapiens,,,,H3K27ac-human,DNA,2020-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF615GQA/@@download/ENCFF615GQA.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF757DEZ/@@download/ENCFF757DEZ.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF992QSZ/@@download/ENCFF992QSZ.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF760SZD/@@download/ENCFF760SZD.bed.gz
tsv,,microRNA quantifications,GRCh38,microRNA-seq,upper lobe of right lung,tissue,Homo sapiens,,,,,miRNA,2020-09-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF354BKY/@@download/ENCFF354BKY.tsv
bigWig,,plus strand signal of all reads,GRCh38,microRNA-seq,upper lobe of right lung,tissue,Homo sapiens,,,,,miRNA,2020-09-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF085LNT/@@download/ENCFF085LNT.bigWig
bigWig,,minus strand signal of all reads,GRCh38,microRNA-seq,upper lobe of right lung,tissue,Homo sapiens,,,,,miRNA,2020-09-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF171NNJ/@@download/ENCFF171NNJ.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF506LYK/@@download/ENCFF506LYK.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF618CNL/@@download/ENCFF618CNL.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,JUN-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF922XJF/@@download/ENCFF922XJF.bed.gz
tsv,,transcript quantifications,GRCh38,long read RNA-seq,heart left ventricle,tissue,Homo sapiens,,,,,polyadenylated mRNA,2021-02-20,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF115LYD/@@download/ENCFF115LYD.tsv
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,A549,cell line,Homo sapiens,,,,H3K27ac-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF831UJW/@@download/ENCFF831UJW.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,A549,cell line,Homo sapiens,,,,H3K27ac-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF938XLV/@@download/ENCFF938XLV.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,A549,cell line,Homo sapiens,,,,H3K27ac-human,DNA,2017-10-19,GGR,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF747IZX/@@download/ENCFF747IZX.bed.gz
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF403PFJ/@@download/ENCFF403PFJ.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF297IYY/@@download/ENCFF297IYY.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF334NYD/@@download/ENCFF334NYD.tsv
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF815EXE/@@download/ENCFF815EXE.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF568ARE/@@download/ENCFF568ARE.bigWig
bigWig,,minus strand signal of unique reads,hg19,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF508NFG/@@download/ENCFF508NFG.bigWig
bigWig,,plus strand signal of unique reads,hg19,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF182NYT/@@download/ENCFF182NYT.bigWig
bigWig,,minus strand signal of unique reads,hg19,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF106NVR/@@download/ENCFF106NVR.bigWig
bigWig,,plus strand signal of unique reads,hg19,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF868KRJ/@@download/ENCFF868KRJ.bigWig
tsv,,gene quantifications,hg19,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF700ITI/@@download/ENCFF700ITI.tsv
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF870VHU/@@download/ENCFF870VHU.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF828OVR/@@download/ENCFF828OVR.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,HepG2,cell line,Homo sapiens,,CRISPR,deletion,NOLC1-human,polyadenylated mRNA,2017-12-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF625AZS/@@download/ENCFF625AZS.tsv
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SYNCRIP-human,polyadenylated mRNA,2017-12-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF084CIY/@@download/ENCFF084CIY.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SYNCRIP-human,polyadenylated mRNA,2017-12-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF547FZJ/@@download/ENCFF547FZJ.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SYNCRIP-human,polyadenylated mRNA,2017-12-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF546POT/@@download/ENCFF546POT.tsv
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,esophagus squamous epithelium,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2019-09-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF026HSW/@@download/ENCFF026HSW.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,esophagus squamous epithelium,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2019-09-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF470ELM/@@download/ENCFF470ELM.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,esophagus squamous epithelium,tissue,Homo sapiens,,,,H3K4me3-human,DNA,2019-09-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF220DQD/@@download/ENCFF220DQD.bigBed
bigWig,,minus strand signal of all reads,mm10,microRNA-seq,layer of hippocampus,tissue,Mus musculus,,,,,miRNA,2020-09-01,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF515HTL/@@download/ENCFF515HTL.bigWig
